OID,PID
3524,3036
3524,3036
3524,1356
3524,1356
3525,3788
3525,3380
3525,3380
3525,3380
3525,3333
3525,3333
3525,3333
3525,2816
3525,2816
3525,2203
3525,2203
3525,2203
3526,167
3526,167
3526,3777
3526,3777
3526,1145
3527,3935
3527,3935
3527,1359
3527,1359
3527,3886
3527,3886
3527,3886
3527,1853
3527,931
3527,931
3527,931
3528,767
3528,2334
3528,2334
3528,2334
3528,571
3528,571
3528,451
3528,1146
3528,1146
3528,1146
3529,64
3529,64
3529,3290
3529,3290
3530,2749
3530,2578
3530,2578
3530,2578
3530,2641
3530,2641
3531,1334
3531,1334
3531,1334
3531,3538
3531,3538
3531,3538
3531,821
3531,949
3531,3423
3531,3423
3532,1596
3532,2691
3533,1199
3533,1199
3534,3773
3534,3773
3534,2915
3534,2915
3534,3003
3535,3166
3535,3166
3535,1628
3535,1303
3536,2991
3536,2991
3537,40
3537,40
3537,1222
3537,3644
3537,3644
3537,3644
3537,3037
3537,3037
3537,3037
3538,1100
3538,1100
3539,1944
3539,1944
3540,3376
3540,1273
3540,1273
3540,1971
3540,2494
3540,2494
3541,1334
3541,2021
3541,2021
3541,3684
3541,3684
3541,3684
3541,995
3541,995
3541,1341
3541,1341
3541,1341
3542,1769
3542,1223
3542,1223
3542,1223
3542,3012
3542,3012
3542,3012
3542,1512
3542,1512
3542,1512
3542,606
3542,606
3542,606
3543,1746
3543,2094
3543,3866
3543,3866
3543,830
3543,1209
3543,1209
3543,1209
3544,101
3544,101
3544,101
3544,2084
3545,1625
3545,2027
3545,2027
3546,1739
3546,1739
3546,1973
3546,2970
3546,2970
3546,726
3546,726
3546,1468
3546,1468
3547,1984
3547,1003
3547,1003
3547,1856
3547,1856
3547,1856
3547,893
3547,893
3547,2012
3548,2050
3548,1214
3548,1214
3548,1425
3548,2021
3548,2004
3549,29
3549,29
3549,3828
3549,3134
3549,2430
3549,2430
3549,2430
3549,2632
3550,3221
3550,3221
3550,3207
3550,3207
3550,3207
3550,3723
3550,3723
3550,102
3551,3371
3551,2016
3551,2016
3551,935
3552,193
3552,193
3552,3147
3552,1267
3552,1267
3552,3786
3552,3786
3553,1238
3553,1238
3553,1238
3553,997
3553,997
3553,2932
3553,2932
3553,2932
3554,2057
3554,2057
3554,2057
3554,2928
3554,2909
3554,2909
3554,1527
3554,1527
3554,1527
3554,259
3555,1795
3555,3591
3555,1431
3555,1431
3555,1431
3555,2819
3555,2819
3555,2819
3556,236
3556,236
3556,2493
3556,2758
3557,2915
3557,2915
3557,2915
3557,610
3558,3226
3558,154
3558,154
3558,154
3558,619
3558,619
3558,619
3558,33
3558,33
3558,187
3558,187
3558,187
3559,48
3559,48
3559,3913
3559,3913
3559,3465
3559,3465
3559,3465
3559,2254
3559,2254
3560,2026
3560,2026
3560,2026
3560,726
3560,1792
3560,1792
3560,1792
3560,2871
3561,741
3561,741
3561,2832
3561,2832
3561,1054
3561,1054
3561,1054
3561,3721
3561,3721
3561,1310
3561,1310
3562,2401
3562,580
3563,3681
3563,3585
3563,2733
3563,2733
3563,1432
3563,1432
3564,1625
3564,1625
3565,3191
3565,3191
3565,3191
3565,1862
3565,1862
3565,2903
3565,1871
3565,2463
3565,2463
3566,2617
3566,2510
3566,2184
3566,2184
3566,2184
3566,2340
3566,2340
3566,388
3566,388
3566,388
3567,1743
3567,2468
3567,2094
3567,297
3568,3335
3568,3729
3568,3729
3568,3679
3568,67
3568,67
3568,33
3568,33
3568,33
3569,1268
3569,2575
3569,2575
3569,1423
3569,1423
3570,1055
3570,1055
3570,1055
3570,1009
3570,1009
3570,1009
3570,2136
3570,2136
3570,2136
3570,2252
3570,2252
3571,3469
3571,3469
3571,3469
3571,2880
3571,2880
3571,2880
3571,3657
3571,3657
3571,3657
3571,3386
3571,123
3571,123
3571,123
3572,1743
3572,1743
3572,2425
3572,743
3572,743
3572,743
3573,2418
3573,1118
3573,1118
3573,1118
3574,2911
3574,2911
3574,2911
3574,3604
3574,3604
3574,3565
3574,3886
3574,651
3574,651
3574,651
3575,1577
3575,3399
3575,257
3575,257
3575,1748
3576,888
3576,888
3576,1888
3576,1899
3576,1899
3576,1899
3576,549
3577,1494
3577,1494
3577,1494
3577,1464
3577,1464
3577,1180
3577,1180
3577,858
3577,858
3578,2846
3578,1826
3578,1826
3578,3063
3578,3063
3578,3063
3578,2129
3578,2067
3578,2067
3578,2067
3579,1705
3579,1705
3580,1430
3580,2337
3581,748
3581,748
3581,748
3581,1362
3581,1362
3581,1362
3582,1810
3582,1810
3582,1810
3582,384
3582,3950
3582,168
3582,168
3582,168
3582,2407
3582,2407
3583,3786
3583,3786
3583,3883
3583,1196
3583,2250
3583,2250
3583,1826
3583,1826
3583,1826
3584,267
3584,267
3584,267
3584,2871
3584,2871
3584,2871
3584,2388
3584,2388
3584,3886
3584,3886
3584,3886
3584,2738
3584,2738
3584,2738
3585,225
3585,225
3585,225
3586,1122
3586,1122
3587,1429
3587,1429
3587,1429
3588,2235
3588,2235
3588,3291
3588,3291
3588,3380
3588,3380
3589,3003
3589,1887
3589,1887
3589,1887
3589,887
3589,887
3589,887
3590,3353
3590,3353
3590,1277
3591,2787
3591,2787
3591,2787
3591,1997
3591,1997
3591,2655
3591,2655
3592,2614
3592,3934
3592,3934
3592,3934
3592,3928
3592,3928
3592,2945
3592,2945
3593,329
3593,329
3593,479
3593,2820
3594,2499
3594,2499
3594,3962
3594,2090
3594,2090
3594,2090
3594,1808
3594,3852
3594,3852
3594,3852
3595,2944
3595,1304
3596,901
3596,901
3596,901
3597,1494
3597,1494
3597,1494
3597,3117
3598,3074
3598,1903
3598,727
3598,727
3598,727
3598,3696
3598,3696
3598,914
3598,914
3599,1509
3600,3095
3601,3694
3601,3694
3601,3373
3601,3373
3601,3373
3601,1618
3601,1618
3601,1618
3601,1087
3601,1087
3601,1087
3601,2419
3602,1996
3602,1996
3602,1996
3602,796
3602,2559
3602,2559
3603,952
3603,952
3603,1146
3603,1146
3603,1146
3604,510
3604,510
3604,1282
3604,1282
3604,208
3604,208
3604,208
3604,3647
3604,3647
3604,3647
3604,1092
3605,666
3605,666
3605,3349
3605,3349
3605,3349
3605,210
3605,210
3606,373
3606,3806
3606,3806
3606,3806
3606,1163
3606,3594
3606,3594
3606,3594
3607,3363
3607,3363
3607,3363
3607,870
3607,870
3607,762
3607,762
3607,837
3607,837
3608,283
3608,283
3608,2472
3608,2472
3608,3150
3608,3150
3608,3150
3608,3059
3608,3059
3608,1825
3608,1825
3608,1825
3609,983
3609,983
3609,463
3609,463
3609,3059
3610,1872
3610,3841
3610,3841
3610,3841
3610,2080
3610,2080
3610,2080
3610,590
3610,590
3610,76
3610,76
3611,1531
3611,1531
3611,3053
3611,3053
3611,3053
3611,1731
3611,1259
3611,1259
3611,1259
3612,99
3612,99
3612,99
3612,1722
3612,1722
3613,699
3614,2692
3614,2692
3614,2692
3615,3443
3615,3443
3615,1152
3615,3475
3615,3475
3615,99
3615,99
3615,99
3616,322
3616,322
3616,322
3616,2854
3616,2854
3616,2854
3616,738
3616,3124
3617,1441
3617,611
3617,611
3617,296
3617,296
3617,3682
3617,3682
3618,3760
3618,3192
3618,3192
3618,1147
3618,1147
3618,2059
3618,2059
3619,2457
3619,694
3619,567
3619,567
3620,1033
3620,802
3620,802
3620,802
3620,2372
3621,3738
3621,3552
3621,3552
3621,3552
3621,311
3621,311
3621,311
3622,1438
3622,1438
3622,1438
3622,2397
3622,2397
3622,2397
3622,2979
3623,1844
3623,1844
3624,822
3624,520
3624,520
3624,520
3625,1257
3625,1257
3625,1257
3625,518
3625,518
3625,518
3625,1321
3625,1321
3625,1321
3625,2554
3625,2554
3626,3409
3626,3409
3626,2499
3627,2508
3627,2508
3627,2547
3627,2547
3627,2918
3627,2918
3627,2918
3627,3458
3627,3458
3628,1884
3628,467
3628,3673
3628,3673
3628,3673
3628,2358
3628,2358
3628,2358
3628,709
3628,709
3629,2924
3629,2924
3629,587
3629,587
3629,587
3630,957
3630,957
3630,957
3630,779
3630,779
3630,229
3630,229
3630,1143
3630,1143
3630,1143
3630,1013
3630,1013
3631,825
3631,825
3631,825
3631,1231
3631,1231
3631,1231
3631,2377
3631,2377
3631,2377
3631,1751
3631,1751
3631,1751
3632,3407
3632,3407
3632,3407
3633,3880
3633,3880
3633,1684
3633,3123
3633,3123
3633,3123
3634,1872
3634,1872
3634,1872
3634,922
3634,922
3634,922
3634,2872
3634,2872
3634,2872
3634,2347
3634,2347
3635,3537
3635,3537
3635,2548
3635,3680
3635,57
3635,3362
3635,3362
3635,3362
3636,1048
3636,1048
3636,993
3636,3806
3637,2926
3637,2926
3637,2926
3637,2960
3637,2960
3637,2960
3638,2949
3638,2949
3638,2949
3638,3239
3639,1057
3639,1057
3639,2208
3639,994
3639,994
3639,2274
3639,2274
3640,3547
3640,645
3640,645
3640,3109
3640,3109
3640,943
3640,943
3640,943
3641,1320
3641,179
3641,179
3641,1271
3641,1271
3641,905
3641,905
3641,2296
3642,2739
3642,2739
3642,2739
3642,1954
3642,1954
3642,1954
3642,2108
3642,1906
3642,1906
3642,1906
3642,2108
3642,2108
3643,1927
3643,1927
3643,1927
3643,605
3643,605
3643,605
3643,2723
3643,2723
3643,2723
3644,2446
3644,2221
3644,2668
3644,2668
3644,2668
3644,3935
3645,3876
3645,3876
3645,3036
3645,3036
3646,3607
3646,3607
3646,1005
3646,1005
3646,2120
3646,2120
3646,2120
3647,2944
3647,2944
3647,2944
3647,3276
3647,1855
3647,1164
3647,1164
3647,1164
3648,3683
3648,3683
3648,3683
3648,1646
3648,1646
3648,1646
3648,750
3648,750
3648,1101
3648,1101
3649,2892
3649,1688
3649,1688
3649,1567
3649,3455
3650,475
3650,475
3650,2116
3650,2116
3650,454
3650,454
3650,454
3651,3774
3651,234
3651,234
3652,740
3652,740
3652,740
3652,2652
3652,2652
3652,3915
3652,3915
3652,3915
3653,1902
3653,1902
3653,1902
3653,3735
3653,3735
3653,169
3653,169
3653,169
3653,729
3653,729
3653,2105
3653,2105
3654,1102
3654,1102
3654,1102
3654,2453
3654,634
3654,634
3654,634
3655,2548
3656,1565
3656,1565
3656,649
3656,2423
3656,2423
3657,3155
3657,3155
3657,3155
3657,2157
3657,2157
3657,2157
3658,1830
3658,1830
3658,1830
3658,1289
3658,1289
3659,3534
3659,3380
3659,3380
3659,3380
3659,3612
3659,3612
3659,3612
3659,597
3659,597
3659,597
3659,3556
3660,3433
3660,3433
3660,3433
3660,102
3660,2320
3660,2598
3660,2598
3661,3101
3661,3101
3661,3101
3662,2188
3663,3916
3663,3916
3663,3916
3663,2003
3664,326
3664,3725
3664,3725
3665,1953
3665,1953
3665,1953
3666,1789
3666,1789
3666,1789
3666,3042
3666,3042
3666,3042
3667,3385
3668,496
3668,496
3668,496
3668,1908
3668,1908
3668,1908
3668,2791
3668,3539
3669,2266
3669,2266
3669,2266
3670,335
3670,1306
3670,3429
3670,3429
3670,3429
3670,126
3670,1484
3671,2889
3671,2889
3671,2134
3671,2134
3671,2134
3672,1311
3672,1311
3672,3653
3672,3653
3673,1090
3673,1090
3673,1090
3673,2069
3673,839
3673,839
3673,3636
3673,3636
3673,3636
3674,252
3674,252
3674,252
3674,1662
3674,1662
3674,921
3674,2334
3674,2334
3674,3088
3674,3088
3675,1625
3675,1625
3675,1625
3675,3111
3675,3655
3676,2033
3677,867
3677,242
3677,242
3677,2724
3678,661
3678,2854
3678,3392
3678,3392
3678,3392
3678,1030
3678,1030
3679,2208
3679,2208
3679,997
3679,997
3680,924
3680,924
3680,3750
3680,363
3680,2221
3680,2221
3680,591
3681,658
3681,658
3681,2486
3681,2486
3681,2486
3681,1865
3681,834
3682,2361
3682,2361
3682,2361
3682,3669
3682,3906
3683,3732
3683,3732
3683,1898
3683,1898
3683,1898
3683,741
3683,741
3683,741
3683,3056
3683,3056
3683,3056
3683,3331
3683,3331
3684,2053
3684,2053
3684,2053
3684,2259
3684,2259
3684,2470
3684,2470
3684,2470
3684,2426
3684,3834
3684,3834
3684,3834
3685,1113
3685,1113
3685,1113
3685,2823
3686,2200
3686,1857
3686,1857
3686,667
3686,423
3686,423
3686,423
3686,766
3686,766
3687,3715
3687,3715
3687,3628
3687,3628
3687,2994
3687,2994
3687,448
3687,448
3687,3733
3687,3733
3687,3733
3688,1820
3688,1820
3689,2811
3690,1940
3690,3839
3690,1719
3690,1719
3690,3971
3690,3971
3691,653
3691,653
3691,653
3691,1264
3691,1264
3691,3207
3691,3207
3691,3207
3691,659
3691,1703
3692,2360
3692,2360
3692,1702
3692,1702
3692,1702
3692,942
3692,942
3693,89
3693,89
3693,3168
3693,3168
3693,2669
3693,1297
3693,1297
3694,1063
3694,1485
3694,1485
3694,3625
3695,1767
3695,1834
3695,1834
3695,1834
3695,2732
3695,2732
3695,2732
3696,1565
3696,1565
3696,2927
3696,2927
3696,2927
3697,1055
3697,1055
3697,2379
3697,2379
3697,2379
3698,1421
3698,1421
3698,1421
3699,3487
3699,3487
3699,19
3699,19
3699,19
3700,1424
3701,1418
3701,1418
3701,1418
3701,832
3701,832
3702,3797
3702,3797
3702,3797
3702,1731
3702,1731
3702,1976
3702,1976
3702,2430
3702,2430
3702,2430
3702,1801
3702,1801
3702,1801
3703,1890
3703,1890
3703,1226
3703,1226
3704,3749
3704,3749
3704,2131
3704,3729
3704,3729
3705,2483
3705,3709
3705,3709
3705,3709
3705,1686
3705,1686
3705,1686
3705,3905
3705,2601
3706,1251
3706,2134
3706,2975
3706,2710
3706,2710
3706,3663
3706,3663
3706,3663
3707,2820
3707,2820
3707,2820
3707,2322
3707,2439
3707,2439
3707,2439
3708,723
3708,723
3708,723
3708,1732
3708,1732
3708,1732
3708,1459
3708,1459
3708,1662
3708,1088
3709,2310
3709,1850
3709,1850
3709,1850
3709,2268
3709,2268
3709,477
3710,2491
3710,2491
3710,2491
3710,2667
3710,2667
3710,2130
3710,2130
3710,2571
3710,2571
3710,2571
3710,3899
3711,3153
3711,3153
3711,3238
3711,3238
3711,3238
3711,3539
3711,3539
3712,2033
3712,2033
3712,672
3712,672
3712,2805
3712,2805
3712,540
3712,540
3712,540
3712,659
3712,659
3713,3683
3713,3683
3713,3683
3713,3353
3713,2536
3713,2536
3713,2536
3714,623
3714,3700
3714,2756
3715,2716
3715,2716
3715,2716
3716,2500
3716,2500
3716,353
3716,353
3716,522
3716,522
3717,3568
3717,3568
3718,1589
3718,1589
3718,906
3718,906
3718,906
3718,1468
3718,1468
3718,1468
3718,2943
3718,2943
3719,452
3719,36
3719,3078
3719,3078
3719,3078
3719,100
3719,100
3719,100
3720,1503
3720,1503
3721,3174
3721,3174
3721,3174
3721,1663
3721,1663
3721,3542
3722,3221
3722,3221
3722,1758
3722,2934
3722,2934
3722,2934
3723,2428
3723,2428
3723,2428
3723,3502
3723,3502
3723,1560
3723,1560
3723,1560
3724,1712
3724,3950
3724,3950
3724,2219
3725,2429
3725,2429
3725,2429
3725,1239
3725,1239
3725,1239
3726,3057
3727,2128
3727,2128
3727,2128
3727,3404
3727,3404
3727,3404
3727,955
3727,955
3727,955
3727,3190
3727,1515
3727,1515
3727,1515
3728,1937
3728,1088
3728,1088
3728,1088
3728,2081
3728,2081
3729,2958
3729,2958
3729,764
3729,764
3729,764
3729,795
3729,795
3729,795
3730,2656
3730,3550
3730,3550
3730,65
3730,65
3730,65
3731,3866
3731,3866
3731,3866
3732,1010
3733,2731
3734,541
3734,541
3734,1446
3734,3567
3734,326
3734,326
3735,2972
3735,2972
3735,1251
3735,1251
3735,1251
3735,1224
3735,1224
3736,243
3736,243
3736,243
3736,413
3736,3813
3736,3813
3736,3813
3736,1774
3736,608
3736,608
3736,608
3737,2899
3737,1015
3737,1015
3737,1015
3738,969
3738,969
3738,969
3738,1188
3738,777
3738,777
3739,1
3740,2008
3740,2008
3740,2008
3741,2790
3741,3879
3741,3879
3741,1129
3741,1129
3741,1734
3741,1734
3741,3731
3741,3731
3741,3731
3742,3342
3742,3342
3742,3342
3743,580
3743,580
3743,580
3743,2699
3743,299
3743,1654
3743,1654
3743,1654
3743,2325
3744,3794
3744,3794
3744,3794
3744,344
3745,1272
3745,1272
3745,2969
3745,2225
3745,2225
3745,2225
3746,538
3746,538
3746,2053
3746,2053
3746,2053
3746,3961
3746,3961
3746,3961
3746,317
3746,317
3746,317
3746,1692
3746,1692
3747,1920
3747,1920
3747,2194
3747,2510
3747,2510
3747,3141
3748,3807
3748,3807
3748,3807
3749,2983
3749,2983
3749,2983
3749,2765
3749,2765
3750,3918
3750,1613
3750,502
3750,1991
3751,3793
3751,3793
3752,3175
3752,3175
3752,2736
3752,2736
3752,2747
3752,2747
3752,2747
3753,1533
3753,1533
3753,1533
3754,903
3754,903
3754,77
3754,3096
3754,3096
3754,2840
3754,2840
3754,3038
3754,3038
3755,1270
3755,1270
3755,1270
3755,1969
3756,3530
3756,3530
3756,3341
3756,3341
3756,3341
3757,2398
3757,2398
3758,22
3758,22
3758,3625
3758,741
3758,741
3758,741
3758,1123
3758,1123
3758,1123
3758,2769
3759,3101
3759,3101
3759,3101
3759,3857
3759,3857
3759,3857
3759,1173
3759,1173
3759,1173
3760,3627
3760,3627
3760,1682
3760,1682
3761,454
3761,454
3761,454
3761,2779
3761,2779
3761,137
3761,137
3761,137
3761,466
3761,466
3761,466
3761,2596
3761,2596
3762,3496
3762,3797
3762,3797
3762,2658
3762,2658
3762,2658
3762,1028
3762,1028
3763,2476
3763,3340
3763,3340
3763,3340
3763,152
3764,673
3764,1021
3764,1021
3764,1021
3764,1498
3764,1498
3764,1498
3764,698
3764,698
3764,1261
3764,1261
3764,1261
3765,3493
3765,3493
3765,600
3765,1464
3765,833
3766,782
3766,782
3766,880
3766,880
3766,880
3766,903
3766,903
3766,903
3766,332
3767,3581
3767,622
3767,622
3767,622
3767,2202
3767,2202
3767,2202
3767,2692
3767,2692
3767,2692
3767,1779
3768,2472
3768,2472
3768,2472
3768,65
3768,3473
3768,3473
3768,3473
3769,1151
3769,1151
3769,1151
3769,3666
3769,3666
3769,3666
3770,3304
3770,3304
3770,3304
3770,2925
3770,2925
3770,914
3770,914
3770,1327
3770,1045
3771,2365
3771,2365
3771,1711
3771,1711
3772,124
3772,124
3772,2735
3772,2735
3772,2735
3773,3719
3773,3719
3773,775
3773,775
3774,1339
3774,1339
3774,1339
3774,1716
3774,1716
3774,1716
3775,173
3775,173
3775,173
3775,1748
3775,1748
3775,1748
3775,936
3775,936
3775,936
3775,430
3775,2372
3775,2372
3776,1385
3776,1385
3776,1747
3776,804
3776,804
3776,1734
3776,1734
3777,630
3777,2234
3777,2234
3777,2234
3778,110
3778,110
3778,2456
3778,3439
3778,3439
3778,3439
3778,778
3778,1536
3779,1678
3779,1678
3779,2606
3779,3305
3779,3305
3780,319
3780,319
3780,3189
3780,3189
3780,3189
3780,1416
3780,1416
3780,1416
3780,1100
3780,1100
3781,3676
3781,3676
3782,2973
3782,2973
3782,2973
3782,498
3782,2899
3782,1842
3782,2460
3782,2460
3783,2593
3783,2593
3783,2593
3783,3184
3783,3184
3783,3184
3783,1254
3783,1229
3784,2013
3784,2013
3784,2013
3784,1018
3784,1018
3784,1018
3784,301
3784,301
3784,2451
3784,2451
3784,784
3785,437
3785,437
3785,437
3785,113
3785,623
3785,3078
3785,3078
3785,3078
3786,421
3786,421
3786,421
3787,3691
3787,3691
3787,3691
3787,2536
3787,2536
3787,2536
3787,2606
3787,2606
3787,2606
3788,646
3788,646
3789,468
3790,3490
3790,3490
3790,3490
3790,3219
3790,3219
3791,2973
3792,428
3792,428
3793,3755
3793,3755
3793,3755
3793,2614
3793,114
3793,114
3793,1760
3793,1760
3794,2643
3794,2972
3794,2570
3794,2570
3794,2570
3795,2258
3795,2258
3795,2258
3795,3481
3795,1944
3795,1944
3795,1944
3795,959
3795,959
3796,1040
3796,1040
3796,1040
3796,3188
3796,3188
3796,420
3796,420
3796,932
3796,932
3797,1714
3797,1714
3797,247
3797,247
3797,247
3797,564
3797,564
3797,891
3797,891
3797,1452
3797,1452
3798,545
3798,545
3798,3045
3798,3045
3798,3045
3798,3591
3798,3591
3798,3591
3799,3795
3799,67
3799,67
3800,2453
3800,2453
3800,2453
3801,2838
3801,2838
3801,2838
3801,1901
3801,1901
3801,1901
3801,1513
3801,1513
3801,1948
3801,3642
3801,3642
3801,3642
3802,2966
3802,2966
3802,2966
3802,2386
3802,2386
3803,1653
3803,1653
3803,3868
3803,2943
3803,2943
3804,3405
3804,3405
3804,3405
3804,3501
3804,3501
3804,3137
3804,3137
3804,2358
3805,3324
3805,748
3805,748
3805,2178
3805,2178
3805,1459
3805,1459
3805,1459
3805,1801
3805,1801
3806,1169
3806,1169
3806,1169
3806,3825
3806,3825
3806,3825
3806,277
3806,277
3806,277
3806,493
3806,575
3807,2548
3807,2548
3807,2548
3807,283
3807,283
3807,2129
3807,3537
3807,3537
3807,3537
3807,363
3808,3610
3808,3610
3808,3610
3808,3732
3808,1900
3808,1900
3808,2347
3808,2347
3808,2347
3809,276
3809,276
3809,506
3809,791
3810,3509
3810,3686
3810,3686
3810,681
3810,681
3810,3737
3811,2793
3812,2254
3812,2254
3812,2990
3812,2990
3812,2990
3813,2016
3813,2016
3813,3410
3813,3410
3813,3410
3813,1004
3813,1004
3814,999
3814,999
3814,999
3814,3650
3814,3650
3814,865
3814,865
3814,865
3814,2956
3814,2956
3814,2956
3815,509
3815,509
3815,1459
3815,1597
3815,1597
3816,953
3816,3859
3816,3859
3816,3319
3816,3319
3816,3319
3816,1052
3816,1052
3816,1052
3816,893
3816,893
3816,893
3817,1418
3817,1418
3817,1802
3818,3770
3818,3770
3818,3770
3818,551
3818,551
3819,481
3819,481
3819,186
3819,186
3819,1386
3819,3235
3819,3235
3819,3235
3820,3660
3820,3660
3820,2272
3820,2272
3820,566
3821,1331
3821,1331
3821,1331
3821,2820
3821,2349
3821,980
3821,980
3822,2968
3822,2968
3822,2968
3822,1421
3822,1421
3822,2217
3822,3597
3823,2624
3823,2624
3823,2624
3823,3117
3823,3117
3824,3256
3824,3256
3824,3256
3824,352
3824,352
3824,352
3825,246
3825,246
3825,246
3825,2452
3825,2452
3825,1404
3825,1404
3825,1404
3825,3323
3825,3323
3825,3323
3825,1112
3826,3535
3826,1364
3826,1481
3826,1481
3826,983
3826,983
3826,1766
3826,1766
3826,1766
3827,3401
3827,443
3827,443
3827,443
3828,563
3828,563
3828,563
3828,2519
3828,2519
3828,2519
3828,1778
3828,1778
3829,3837
3829,3837
3829,864
3830,67
3830,67
3830,164
3830,164
3830,647
3830,647
3830,647
3831,338
3832,1194
3832,1194
3832,3817
3833,2956
3833,2956
3833,2956
3834,1479
3834,1479
3835,730
3835,730
3835,1599
3835,1599
3835,1599
3835,2933
3835,3856
3835,3856
3836,167
3836,167
3836,3426
3836,3426
3836,3426
3837,1769
3838,153
3838,2350
3838,2350
3838,109
3838,109
3838,587
3838,587
3839,3810
3839,805
3839,805
3839,3734
3839,3734
3839,3211
3839,2830
3839,2830
3840,1238
3840,1238
3841,3116
3841,3116
3841,3116
3841,843
3841,2853
3841,2853
3842,2701
3842,2701
3843,3936
3843,3936
3844,3583
3844,3583
3844,3129
3845,3361
3845,3361
3845,3361
3845,841
3845,841
3845,841
3845,3152
3845,2525
3846,257
3846,1530
3846,2436
3846,1800
3846,1800
3847,2686
3847,2686
3847,2686
3847,2281
3847,780
3848,3262
3848,3262
3848,2661
3848,2661
3848,1403
3848,2910
3848,2910
3848,2910
3848,3079
3849,1024
3850,2818
3850,2818
3850,2260
3851,938
3851,938
3851,938
3851,821
3851,821
3851,821
3851,2262
3851,2262
3851,2363
3851,396
3852,2447
3852,2447
3852,2447
3852,3124
3852,3124
3852,3124
3852,3101
3852,3101
3852,1872
3852,1872
3852,1872
3853,3943
3853,2577
3854,2131
3854,2131
3854,1824
3854,1824
3854,3357
3855,707
3855,707
3855,2682
3855,2682
3855,3163
3855,1640
3855,1640
3855,3474
3855,3474
3855,3474
3856,1954
3856,1954
3856,613
3856,101
3856,101
3856,101
3856,2327
3856,2327
3857,3315
3857,3315
3857,3315
3857,1200
3857,1200
3857,1200
3857,3833
3857,3833
3857,1024
3858,1805
3858,1805
3859,1171
3859,718
3859,718
3859,3412
3859,3412
3859,3412
3859,1345
3859,1345
3859,276
3859,276
3859,276
3860,965
3860,965
3860,965
3860,608
3860,2980
3860,2980
3860,2980
3860,2878
3860,2878
3860,836
3860,836
3861,2232
3861,2232
3861,2232
3861,3637
3861,605
3861,605
3861,1092
3862,1255
3863,3838
3863,1859
3863,2027
3864,1367
3864,3152
3864,3152
3864,768
3864,768
3864,768
3865,3710
3865,3710
3865,3710
3866,3041
3866,3041
3866,3041
3866,3518
3866,3518
3866,2825
3867,3806
3867,104
3867,104
3867,104
3868,1565
3868,3648
3868,3648
3869,772
3869,514
3869,514
3869,514
3870,1756
3870,1756
3870,991
3870,991
3870,270
3870,270
3871,3639
3871,3639
3872,39
3872,39
3872,209
3872,209
3872,209
3872,1464
3872,1464
3872,3226
3872,3226
3873,985
3873,985
3873,2534
3873,3541
3873,3541
3873,3541
3873,2610
3873,2610
3873,2610
3873,3083
3873,3083
3874,3157
3874,678
3874,678
3874,678
3874,1784
3874,1784
3874,1784
3874,1437
3874,1437
3874,1437
3875,1890
3875,1890
3875,2180
3875,2180
3875,1390
3875,1390
3875,1390
3875,973
3875,973
3876,546
3876,546
3876,546
3876,3699
3876,3699
3876,3699
3876,273
3876,273
3876,711
3877,3037
3877,3037
3877,3037
3877,195
3877,3971
3877,3971
3877,3971
3877,2675
3877,2675
3877,742
3877,742
3878,916
3878,916
3878,916
3879,1495
3879,1473
3879,1473
3879,1473
3879,1697
3879,1697
3879,1697
3879,3821
3879,3821
3879,3821
3879,663
3879,663
3880,3459
3880,305
3880,305
3880,3092
3881,136
3881,136
3882,561
3882,561
3882,401
3882,401
3882,2993
3883,2608
3883,2608
3884,3421
3884,3421
3885,3758
3885,2813
3885,2813
3885,974
3885,974
3885,2039
3885,2039
3885,2039
3885,3465
3885,3465
3885,3465
3886,2366
3886,2366
3886,2366
3886,2883
3886,2883
3886,3946
3886,3946
3886,681
3886,681
3886,681
3887,869
3887,869
3887,765
3887,765
3887,765
3888,1950
3888,1321
3888,1321
3888,1321
3888,3382
3888,1564
3888,2438
3888,2438
3889,276
3889,3377
3889,3377
3889,3377
3889,1952
3889,1952
3889,1962
3889,1962
3889,1962
3889,2887
3889,2887
3890,985
3890,985
3890,985
3890,3468
3891,2760
3891,2760
3891,2760
3892,3886
3892,3886
3892,1530
3892,1530
3892,1530
3892,400
3892,2449
3892,3098
3893,1874
3893,92
3893,92
3893,2401
3893,2401
3894,1790
3894,1790
3894,1593
3895,2853
3895,2853
3895,2853
3896,3889
3896,3889
3897,416
3897,416
3897,416
3898,1276
3898,1276
3898,79
3898,72
3898,72
3898,72
3899,603
3899,2350
3900,897
3900,897
3900,897
3900,1859
3900,1859
3900,1627
3901,822
3902,2027
3902,2027
3902,2027
3902,1319
3902,1319
3902,2349
3902,2349
3902,2349
3902,3070
3902,3070
3902,3791
3903,2813
3904,1080
3904,1080
3904,539
3904,738
3904,738
3904,738
3904,1516
3904,1516
3904,1516
3905,2316
3905,2316
3905,2316
3905,2166
3905,2166
3905,2166
3905,3517
3905,3517
3905,1599
3905,128
3906,2241
3906,3861
3906,3861
3907,2845
3907,2845
3907,2845
3907,1862
3908,1139
3908,1139
3908,50
3908,50
3908,88
3908,88
3908,88
3909,2776
3909,1674
3909,1674
3909,797
3909,797
3909,3132
3910,2861
3910,1879
3910,319
3910,319
3910,319
3911,2347
3911,2347
3911,2347
3911,2903
3911,1428
3911,1428
3911,1428
3911,2038
3911,2038
3911,762
3911,762
3912,2677
3912,3653
3912,3653
